ID,Group,Feature_1,Feature_2,Feature_3
ID448,B,2266.208309574733,398.85385578782655,4541.675047895183
ID449,B,2492.9399150407344,372.81893037937044,4968.078350930588
ID450,C,2481.761556682209,381.88096752288794,-2101.5730845352527
ID451,A,2914.0009324046027,402.8535542646315,6730.991535588774
ID452,A,2935.4958638702237,416.41543479575216,6737.400998247475
ID453,C,3073.734369683917,396.31993032495933,-2668.944176646196
ID454,C,2280.986509346323,405.75101903505015,-1876.4277294729013
ID455,C,2604.1101053278408,392.0119442599624,-2226.0401082780095
ID456,B,2400.0702516086067,413.39687450199574,4822.177179742575
ID457,C,2563.2698810698294,412.7841108515951,-2156.142861588111
ID458,C,2475.573348171278,415.1753718577779,-2068.311543006842
ID459,A,2616.185612962997,389.74835077399126,5912.691270190085
ID460,A,2659.266557887655,416.7463279784273,5871.135290778559
ID461,A,2459.340236105957,405.603077876677,5351.288358175634
ID462,A,3123.3161765375303,407.28087904836565,7310.078612221527
ID463,C,3171.835885951053,405.9045031114911,-2766.6551945996475
ID464,A,2716.593748947091,430.69204125295454,6004.195245574052
ID465,C,2204.69962813228,422.7802712829185,-1767.4974258162463
ID466,A,2622.5566494565624,407.59728995992685,5823.3012110344025
ID467,C,2458.9070780117436,392.62628701910063,-2072.1770801389466
ID468,B,2685.4599913735005,399.37399324902566,5367.638669759595
ID469,A,2568.6407378917547,403.9858846267157,5688.514861428578
ID470,C,2436.932747132122,407.46000499374145,-2032.3763934972278
ID471,C,2536.723800151068,412.7907395913605,-2108.299562401023
ID472,B,2750.2695404777523,422.7206463408374,5518.874246710074
ID473,B,1896.9378443388055,404.45255963346636,3804.997973312126
ID474,C,2494.492334863337,370.4819548766031,-2101.5870996338076
ID475,B,2787.181975369216,383.7257635375851,5578.909375465209
ID476,C,2663.7561914089542,404.5607701940211,-2269.0843031813693
ID477,A,2614.937469399164,371.84814404280485,5967.943158498804
ID478,A,2372.3267822230687,418.7861210490241,5021.10215331655
ID479,B,2952.180208943895,391.6200959898227,5912.919849703885
ID480,B,2307.6505733884687,411.7544811392589,4595.867244067168
ID481,A,2442.082896343711,409.05555431056314,5263.577203854181
ID482,A,2768.0376699700446,386.31261826176456,6392.641969289455
ID483,A,2409.1816991996106,399.47444790269515,5235.199154949793
ID484,B,2165.758401333115,395.5422764215114,4322.7322947533185
ID485,B,2868.1498744967557,408.3304755519722,5758.006087497439
ID486,B,2172.117758329207,414.8218351204239,4336.440826673995
ID487,A,2391.204508783012,411.1146085628035,5107.827030659007
ID488,B,2593.7257025776744,372.2427334013888,5187.560005117156
ID489,A,2608.9482560175343,409.87198428062027,5778.745239862282
ID490,B,2283.7861071958455,351.4294333480026,4580.535959480713
ID491,A,2704.99194575913,398.4561551390597,6121.612533771756
ID492,C,2459.432754604651,412.81681178294286,-2033.621707246478
ID493,B,1929.3093607164928,401.80164179703837,3841.839715932331
ID494,B,2400.7228676494005,406.41565146695126,4817.998181627176
ID495,C,2185.5071288043587,364.5503615590806,-1814.446568778582
ID496,A,2404.7376987106068,374.091439897046,5345.975865779049
ID497,C,2524.177976591322,406.5029962897238,-2122.840564446865
ID498,B,2152.221239065209,402.6198836252949,4310.644064839069
ID499,C,2268.4383246978377,383.11084231738823,-1887.0803232269097
ID500,A,1938.9437445085737,411.3422071074212,3764.711477614364
ID501,A,2389.972657355186,390.8205201729745,5226.796047461614
ID502,B,2391.5591908122515,402.4717268026181,4785.020856419254
ID503,A,2686.495815873135,372.6829175940336,6212.8453421093045
ID504,A,2839.7549195066326,390.8226302614678,6571.398144670163
ID505,A,2705.2935191344204,390.3994451860243,6169.753750653761
ID506,C,2099.289910461978,391.9379568845772,-1711.3208592433064
ID507,A,2169.930304911907,407.6818205758623,4485.164357377488
ID508,C,2167.085262366413,410.3989188879408,-1763.6784227416777
ID509,A,2618.3493496080605,419.862570734377,5754.903826509172
ID510,C,2981.404086456614,392.85041795281717,-2613.2644200842074
ID511,B,2692.9452012989855,420.2573072284692,5384.9053123966505
ID512,B,2930.378181228265,385.1465518258124,5850.604185573507
ID513,A,2603.1867092094994,390.8600285284283,5835.462924005694
ID514,C,2811.5610925119945,406.09867436116514,-2423.5510256887865
ID515,B,2840.1935425045026,410.9507691793911,5703.547032875516
ID516,B,2824.760899346879,428.2051029811486,5633.394360059714
ID517,C,2260.5852175989617,385.5705057397107,-1880.1946874896273
ID518,B,2699.3900064368217,387.6178189366079,5402.062168926255
ID519,B,2565.361883134423,421.68446714100935,5139.776873847145
ID520,B,3336.9983465334535,384.60665926888146,6655.176015649981
ID521,A,2907.223161368334,387.7887748270359,6776.087631948085
ID522,C,2828.8247928239,428.74318914583284,-2386.2601890100045
ID523,C,1936.9969622124036,376.0555530340531,-1548.497097878346
ID524,A,2026.4650570046092,399.42229885427355,4080.3390117830622
ID525,B,2761.665214724428,398.7511110936504,5515.361255663926
ID526,C,2166.247546147364,391.9303467264539,-1751.8677535552688
ID527,A,2747.1561859103554,379.7528211187896,6351.012016113574
ID528,B,2732.2761570592047,417.3648306839887,5457.861590935395
ID529,A,2891.7921546584394,397.120478203206,6677.343127603733
ID530,A,2234.1731914706215,391.19566867928035,4734.1483772225965
ID531,A,2145.3308908100603,390.74889819378024,4471.597310084316
ID532,A,2559.4164570387925,409.9869141046334,5631.693370351057
ID533,B,2551.7859802692556,413.7651557030366,5115.556507548432
ID534,A,2847.790101461966,394.0488374597997,6563.8716542340435
ID535,A,2611.2109273522556,379.4730142622649,5941.252642974482
ID536,A,3055.1348821222064,401.1068228144348,7170.56280766425
ID537,A,2464.55316567602,432.1102702315913,5239.855394554598
ID538,C,2581.6742807853375,398.6529476416067,-2182.2670052903513
ID539,C,2523.990932103991,389.02676129051304,-2144.385691605262
ID540,C,2543.033624168591,398.90120179313317,-2146.261483433214
ID541,C,2297.0017369077104,412.99636079486925,-1880.008651611682
ID542,C,2817.097142885821,413.81633575310667,-2414.3198562688767
ID543,C,2339.0713487383623,403.911615858437,-1923.6219594613444
ID544,B,2196.932272623615,406.46791246100634,4384.876625780063
ID545,B,2291.342013249376,393.8252170337826,4584.99090383263
ID546,A,2182.1807176344732,408.27608984466633,4515.565636701053
ID547,B,1643.081110337799,381.44033096263377,3288.681169303913
ID548,A,2377.86357286406,386.38895152419656,5199.702723022221
ID549,C,2469.857886525915,410.3071898631073,-2072.1632427838986
ID550,B,2431.608978094725,403.9190903492877,4870.331569645358
ID551,C,2213.709230057063,395.2416121799232,-1819.2400086993023
ID552,A,2463.3860597617604,379.6448875648787,5503.484370060541
ID553,C,2409.1956502472517,362.0557642694096,-2029.809110641926
ID554,B,2137.7281637782767,404.8565857988244,4283.297081026235
ID555,C,2356.6109059007676,377.3749012819817,-2005.6971444401008
ID556,C,2238.1330582837472,416.7409872274503,-1812.4674155723005
ID557,A,2242.0478706955373,386.58914812851094,4786.139649862992
ID558,B,2139.4600009084406,411.58470902811916,4299.086216056169
ID559,C,2884.0702118970275,417.966439287141,-2481.330962197211
ID560,A,2838.118396058957,368.17674081911457,6670.461196794153
ID561,B,2523.536071013359,402.52670489718713,5049.790945969109
ID562,A,2414.83965893525,414.2855976593738,5171.036392920886
ID563,A,2141.393820486435,390.13585235597935,4465.854891170518
ID564,B,1990.6548586951826,394.6768976956143,4000.4951300612
ID565,B,2907.7493466038823,375.1736765593439,5826.718025280552
ID566,A,2469.5224716342614,425.32756398524543,5277.557906882008
ID567,C,2659.51276257418,407.6101281180757,-2256.0451897566454
ID568,C,2418.809638963554,381.41046115881784,-2017.6063008586214
ID569,C,2022.4378785178874,413.51579774326115,-1593.9027687132264
ID570,C,2272.856622224846,403.4573879492712,-1888.6320852171739
ID571,B,2314.7992308668477,393.80902549873764,4644.331627771063
ID572,B,3026.304728783935,404.2707657512697,6028.460998582759
ID573,A,2215.8969539600507,401.6764491385743,4636.621941156581
ID574,B,2596.342620065916,407.31127479086086,5183.31409965018
ID575,B,2461.597639184326,396.72034336405136,4906.852073672168
ID576,B,2802.7373307386297,401.7798438582268,5616.1142669149385
ID577,A,2830.9114573756756,395.30718799437926,6522.369958271437
ID578,B,2740.721282263348,393.5007541360392,5495.245883221164
ID579,C,2482.0119760003204,422.4517053459919,-2067.7099562084327
ID580,A,2462.1582004152515,396.4075183315429,5410.041744324043
ID581,B,2385.9348372635927,401.10500717068663,4766.576176522134
ID582,C,2664.4100145531625,413.19464508135314,-2241.5559917532796
ID583,C,2856.0616396844634,395.71274834877954,-2460.8098148041813
ID584,A,2945.9838317760655,420.42557021617864,6732.679312348064
ID585,C,2188.8578026455025,401.26395487321264,-1802.4736342038052
ID586,C,2430.8066958487307,389.70555593625915,-2045.8592931497078
ID587,B,2349.2023217641245,394.8546301340219,4685.622605200532
ID588,A,2051.759526301332,387.423415650243,4243.926967661314
ID589,A,3047.4556180033105,403.01439421882594,7134.572051052104
ID590,C,2201.593901474051,386.5714077364204,-1806.2183681787549
ID591,C,2635.92464781564,431.2273948445402,-2202.2344506376253
ID592,C,2091.114468319051,414.142947368059,-1683.4412557769278
ID593,B,2476.503385050473,395.36223903105514,4935.486601066955
ID594,C,2183.6179524447534,393.7764546108288,-1769.4480581800497
ID595,C,2500.2400339830306,396.0347622199604,-2081.105177845902
ID596,B,2541.252549170907,386.4899779266302,5077.3962187296
ID597,C,2666.5875335051574,393.5620517332773,-2276.5538217087055
ID598,A,2493.920014263396,392.99362532179833,5527.147255100375
ID599,B,2716.345411847555,416.8417973990688,5453.831952698021
ID600,A,2010.8528404956921,394.99949555076387,4052.8500485338072
ID601,C,2285.4470606834084,403.3530195651654,-1889.6157512981626
ID602,C,2187.121010700296,388.0786894990556,-1823.2340771779382
ID603,C,2924.897301813713,401.86896199496204,-2539.8733813347603
ID604,B,2271.3883892352865,401.23887412627414,4542.444777762704
ID605,A,2137.1700345422387,400.59446438111604,4398.115173872294
ID606,B,2319.146303638591,389.53956934833826,4619.434284108911
ID607,B,2252.906473241521,410.120005053498,4507.5190919798215
ID608,A,2582.3843506808203,407.2024093007361,5734.513797834418
ID609,A,2594.1787553610197,377.3455503378648,5894.282901387072
ID610,B,2156.844259759998,412.3827130229199,4312.652468105512
ID611,B,3124.0579933342087,417.2468402282548,6258.911610313344
ID612,B,1968.3439532677453,429.8372963933334,3940.2345099584936
ID613,C,2138.5002331253168,386.8858495813869,-1759.3957405067285
ID614,A,2465.1992044040117,410.73049623127565,5347.164668532641
ID615,B,2501.6502132794503,418.9867541535462,5014.423396972675
ID616,B,2537.9649482183,412.1315712562868,5047.338368757456
ID617,B,2921.2318146104762,393.36019624364076,5838.6429216373035
ID618,C,2094.593407547559,419.38328486793756,-1674.4503861119506
ID619,C,2623.533026875594,415.46313185908195,-2190.297837970246
ID620,C,1622.7016214952796,395.58702930679465,-1229.0313664414973
ID621,B,2954.080229671721,405.9755227582335,5938.565168115996
ID622,C,2421.1143343081394,405.81447839277666,-2014.0251728716164
ID623,B,2221.653210038379,392.1456635491471,4443.688207116481
ID624,B,2679.879014187396,398.3338923212434,5350.904805261325
ID625,C,2474.857684610037,382.5118091119459,-2094.4964639047494
ID626,A,2190.8340815535566,381.9499564206735,4672.304433537067
ID627,C,2891.7935310913167,411.89169646173184,-2486.4551795884104
ID628,C,3154.3006824725426,372.54872720755014,-2793.1863811146304
ID629,C,2264.2029873912975,379.4352226825349,-1892.2939383217051
ID630,B,2909.8437195219353,384.6140842339864,5818.360923454148
ID631,C,2254.436925818838,409.832965118217,-1826.6890583125978
ID632,C,2508.325072729586,418.287707087375,-2062.8355324113913
ID633,C,2425.1547583393185,427.80033165539936,-1987.754303751327
ID634,A,2396.542486581487,429.93981388371685,5051.117944757735
ID635,C,3062.965584853816,387.8209282101824,-2693.2841316841227
ID636,B,2499.958486485471,393.55975973776526,5000.209883911228
ID637,C,2552.668971893624,420.81459099310473,-2118.726484694097
ID638,C,2561.9246057468067,372.1010418309371,-2196.6205466810366
ID639,B,2484.123991994607,389.13896332665547,4964.834200901839
ID640,C,2168.3624905834995,415.71220506587866,-1746.0770880767589
ID641,B,2679.915682012493,406.34443846442997,5369.371625900727
ID642,C,2155.6950997528634,392.1332218602503,-1770.646684092142
ID643,C,2445.1917010754087,395.4642462299015,-2025.7490084617805
ID644,A,3002.177213011435,358.6645685640675,7205.374006556065
ID645,C,2837.756917124593,386.0402184371229,-2455.9638806533567
ID646,A,2414.880038351716,427.15853802560224,5097.279574912379
ID647,B,1765.6844311946697,388.5538952077906,3518.0434045825345
ID648,C,2833.0196015923275,331.71385152511766,-2509.0848235283593
ID649,A,2344.4220708057446,409.5793839002986,4978.336139632188
ID650,C,3266.219970596276,418.0604277745754,-2844.3067238733233
ID651,C,2081.7067271998,412.2519233075094,-1674.069077221258
ID652,C,2926.9329414235376,409.705801601407,-2506.359934903954
ID653,B,2917.722014310761,404.9564349504954,5824.6134640218015
ID654,A,2503.4900581587644,410.6640812255173,5446.631935821895
ID655,B,3121.7221044408084,400.0915506448365,6226.14068399734
ID656,C,2705.081468054914,406.79850276126297,-2302.891726900167
ID657,B,2237.977933351917,411.15381967067617,4478.596609595068
ID658,C,2807.197237618819,425.69834461623896,-2373.773686595622
ID659,B,2341.5550683429633,407.7038071550987,4683.982790039857
ID660,A,1962.7751698438801,401.78476902274184,3886.683519662653
ID661,A,2080.3089431949425,396.58155328841997,4273.743718765845
ID662,C,2670.4208125020587,410.4838104035727,-2265.54173850675
ID663,C,2316.8268938247666,393.7128765053962,-1924.547717488304
ID664,B,2597.753459083034,388.425867948186,5192.526046162242
ID665,C,2454.602448639653,417.28765604084896,-2033.420089592371
ID666,A,2336.121495887546,392.32403584002543,5044.729788324138
ID667,A,2291.4187097641084,397.89421805581634,4886.433096881735
ID668,B,2582.281341238258,406.0783127906563,5169.219367518164
ID669,C,2789.7800979508575,392.71789817780825,-2386.5872101329087
ID670,A,2261.833898967463,385.95322711595816,4853.94706724042
ID671,A,2229.736197987879,388.8797935364478,4728.7953457957665
ID672,A,2523.2655496571883,387.61236438758635,5629.982028805719
ID673,B,2425.6884405411565,408.3171776583084,4853.672159106374
ID674,A,2767.3958255143652,371.9453470648622,6454.418422836173
ID675,A,2755.713133335882,405.8648301183834,6241.923398850825
ID676,B,2521.1022802222274,414.0188025951307,5038.2841097649125
ID677,A,2522.901618135188,413.7330090592202,5497.993960518452
ID678,C,2650.140112913342,406.5884102588195,-2240.919888980675
ID679,A,2758.5349092779643,416.2652091721554,6186.93987991341
ID680,A,2198.406600272516,412.1033123260423,4543.174272194081
ID681,C,2993.9552093629545,415.72787142391866,-2588.220318316037
ID682,A,2471.187690917223,402.9637271755405,5388.322951828488
ID683,C,2470.0396771103296,389.49189114946,-2088.9217810665277
ID684,C,2029.0870306282363,410.97960250885876,-1603.900877556498
ID685,A,2415.1828526736044,411.9678414237854,5173.059980229703
ID686,A,2537.0939899832115,385.56449493362186,5695.970100476556
ID687,B,2682.500616800169,401.1938410055066,5374.661887745648
ID688,C,2128.8179182134763,415.4269060018696,-1720.7100672068664
ID689,C,2564.148139331858,403.2966437803247,-2155.3012647262385
ID690,B,2235.4147420508334,400.9707458883341,4471.906115819755
ID691,B,2685.3082567136103,392.55111896693404,5379.509195313602
ID692,B,2868.4165633014018,392.8865841168075,5736.799623157797
ID693,B,2834.564466708841,408.5411763160016,5676.041089383186
ID694,C,2656.177885551139,401.68642948818575,-2252.389942839596
ID695,B,2876.169385842177,399.214279783419,5771.132134423689
ID696,A,1933.4697218894487,401.96960854376283,3795.358458695221
ID697,B,2716.714327448885,410.08466989911386,5438.967007439008
ID698,C,2266.019865079363,364.29360965177455,-1880.513091879934
ID699,B,2842.5708726961975,369.6352798882946,5677.07499593641
ID700,A,2946.522640186717,405.5630619683712,6811.618349983456
ID701,C,2530.098042746451,400.9657052251399,-2137.5059426529983
ID702,B,2867.188843495728,391.10498847742923,5730.4160056576075
ID703,C,2319.343013373915,423.5566484550677,-1905.4833265967077
ID704,A,2645.576205851398,384.4605110623834,5997.408597760727
ID705,A,2445.56714237927,400.47759609878597,5315.646342528154
ID706,A,2873.0726166746053,400.6423942804691,6634.38738708565
ID707,C,2103.2251488900656,390.912075435962,-1726.7924128256223
ID708,B,2299.207265609161,394.18642845010396,4583.816542604548
ID709,B,2357.4164427690325,401.983885212472,4695.649440802432
ID710,A,2295.2005610853003,387.30601482396474,4961.547949766446
ID711,B,2693.4366086167515,382.62396402236016,5389.481734261814
ID712,A,2289.2606339457748,400.8775505957571,4879.533904602304
ID713,C,2660.012687938554,387.2645780667207,-2288.4814836468186
ID714,B,2854.837451342066,373.1479121792633,5688.172904920229
ID715,A,2789.6074410841443,403.0446194226453,6366.592501858409
ID716,B,1822.3237194064127,393.86691301108414,3637.550165787352
ID717,B,2479.7951572473457,395.99913700310043,4971.480607936584
ID718,A,2339.1463002259165,390.12251695464647,5035.3055290194425
ID719,A,2317.043583589373,403.8088488585313,4936.691436419604
ID720,C,2311.4894346307638,411.9506349628069,-1892.8482880570518
ID721,B,1848.0913041687718,414.93973663962396,3707.7260310656334
ID722,A,2591.5317918677933,427.153766873654,5633.316881983178
ID723,A,2328.0752992121843,431.4705060757474,4815.397978580119
ID724,A,3072.928692090477,410.022966586821,7173.804100144024
ID725,C,2276.6709069001095,421.15366370619506,-1863.760184764029
ID726,B,2969.4795433659897,428.79478138784634,5945.5680222820565
ID727,B,2452.7819838178457,418.5825476762712,4914.164805653416
ID728,B,2326.7067478270965,385.91799346879685,4631.836888945235
ID729,A,2939.2910123363677,367.90378208499015,6971.814540796168
ID730,A,2513.6622371498793,418.87969885372877,5461.945462373285
ID731,C,2187.4564230717215,367.85305264315423,-1831.9548804790086
ID732,B,2357.2492825934096,405.1622472392053,4706.120385320502
ID733,B,2166.593996159296,399.41719465916646,4336.038572075169
ID734,C,2438.3351154791,376.6419091444923,-2042.289635852839
ID735,C,2459.390052211341,390.78155357825,-2073.517865256101
ID736,B,2481.922510904858,391.33551217935906,4966.576025449
ID737,B,2310.269668910749,412.7932515957248,4626.350836294023
ID738,B,2718.9865974256318,373.91966297698673,5433.775237781633
ID739,A,2582.8489572389526,418.52659064017996,5642.26707112762
ID740,C,2321.741184451062,396.628272496097,-1926.2807125647105
ID741,A,2480.4302474308033,381.716671597518,5549.197558168392
ID742,B,2591.741916154885,411.1425809253986,5171.397331364033
ID743,A,2175.393578595925,412.2010112913446,4454.5957156670065
ID744,B,2413.0201084016403,417.23064712203944,4820.752253119495
ID745,C,2574.3283423950243,392.95094780835603,-2188.1248793618647
ID746,A,1987.0045042953104,385.08618037727837,4058.1806460426715
ID747,B,2620.197141808609,419.61064426751653,5245.144653192063
ID748,A,2361.0285266437004,421.32612544896523,4975.597980806848
ID749,A,2668.3694648022065,411.94217333614563,5941.213469583428
ID750,A,2509.3920969288015,427.7656638693595,5391.120430057202
ID751,C,2525.0347111933943,407.06330752794867,-2122.618850141205
ID752,B,2556.6012335288283,388.67155207071323,5108.048657207716
ID753,C,2545.8786861894127,387.9386525071094,-2153.2433755814864
ID754,C,2721.7961934208747,398.9341936770815,-2346.0480309918707
ID755,A,2431.9318187469144,418.55847527306315,5213.4577592151245
ID756,C,2643.781170446935,396.3497386836017,-2271.212372312248
ID757,C,2855.0440512269106,402.3677254260518,-2470.3152546525907
ID758,A,2748.397059891284,430.7611654539705,6103.349237557933
ID759,B,2974.5443532462054,396.38511554181895,5951.869964265552
ID760,B,2846.833915850383,419.6591837616007,5695.413932508916
ID761,B,3159.755926491571,398.3565400562166,6312.673026125198
ID762,B,3074.3243765912025,438.0094108155143,6138.305086227481
ID763,C,2674.5967501555665,396.2205933433477,-2272.109245604421
ID764,A,2407.7367226732194,413.13062384385194,5153.780136251758
ID765,B,2319.057123465509,395.11532884340124,4624.32677330239
ID766,B,2612.178591361372,414.83662986327664,5255.810304977138
ID767,B,2146.1848531424425,417.7322535219132,4304.654556018955
ID768,C,2813.9244504233993,363.4277231852084,-2463.6848601162574
ID769,A,2689.5932023954,397.74141815470966,6084.522683226679
ID770,B,2769.572474972355,398.0998330356792,5537.268126653587
ID771,C,2211.4594874339396,412.5108053359678,-1784.1447761628172
ID772,B,2342.854776995767,396.97123173404475,4690.9932907473685
ID773,B,2628.3625202181356,404.12509879848204,5256.9922882901765
ID774,B,2884.4405633718266,400.54223015437464,5790.158754861883
ID775,C,2693.0879092935597,385.91332658238565,-2316.979348858714
ID776,A,2841.558606303784,377.82210570963184,6637.321061098913
ID777,A,3199.882114100957,417.7344610149603,7491.388951714158
ID778,A,2719.788889734196,412.1956655021749,6077.83812498709
ID779,B,2858.086580637587,400.3283581258459,5720.653004248207
ID780,A,2576.444811085222,403.86674499398003,5730.265194773053
ID781,B,2137.6597781886176,388.1230989030351,4265.898114172694
ID782,B,2343.718665898802,377.2077015896977,4688.09193802062
ID783,B,1920.941049294126,363.6152174535949,3832.9452528464253
ID784,C,2181.3827669513767,396.64028058891984,-1794.1915817917697
ID785,B,2536.600095214423,412.1904625665036,5061.014208329602
ID786,A,2273.7417370359935,389.9993043423973,4877.273997954934
ID787,B,2402.032929864835,392.66085429546024,4794.710706964738
ID788,C,2388.9900869446205,372.9953991998583,-2046.4988350406118
ID789,B,2878.6488849807574,385.48495112563427,5772.949353799153
ID790,A,2546.595794504279,430.8073413885487,5472.087615970972
ID791,C,2515.245741507449,398.6505731102711,-2119.4387238247223
ID792,B,3165.4883529896924,381.58202808532,6341.238256078192
ID793,B,2367.2101970185868,404.1638989964786,4717.933474510072
ID794,B,3341.2177075281634,396.02390926210654,6675.895067043604
ID795,B,3065.6080926561713,388.95530836946784,6119.667347941956
ID796,B,2392.0532562287044,401.8999019222263,4775.533853532666
ID797,A,2612.457458183907,398.0066411045631,5842.662247972447
ID798,C,2237.446963457776,413.04751613760124,-1818.6477094307957
ID799,C,2906.0023730829353,424.69749076682456,-2474.9411118292687
